DATE,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
2017-05-31,508028,187760,249574,228141,194815,176973,133079,146514,173572,181167,323841,265388,350034,396576,135102,230693,164081,146213,303742,171027,232852,366456,129670,173090,166066,130532,331129,121083,263040,141042,116254,118472,138509,299852,254607,183613,99763,156631,219169,695201,212207,269617,275369,256307,245149,192893,277949,232094,245890,648023,228602
2017-06-30,511474,188625,250948,229659,195447,177731,133767,147509,174625,181986,324562,266102,353446,399154,135835,232108,165248,146800,304566,171995,234462,368696,129941,173901,166383,131196,332721,121467,263850,141566,116526,118870,138910,302415,256954,184289,100082,157379,221054,699358,213699,270715,278027,257338,245215,193878,278513,232574,247028,647417,228901
2017-07-31,514434,189405,252093,231031,195998,178470,134380,148359,175806,182705,325695,266722,356901,401761,136433,233844,166373,147370,305021,172969,235813,370670,130264,174656,166713,131874,334066,121757,264681,142038,116774,119418,139352,304730,260183,185033,100431,158100,222847,702766,215200,272168,279863,258354,245482,194836,279022,233171,247970,648515,229216
2017-08-31,517130,190214,253107,232520,196694,179216,135144,149229,176971,183520,326902,267482,360254,403771,137109,235058,167490,148063,306013,173951,236801,372560,130675,175415,167011,132524,335748,122081,265599,142536,117034,119969,139919,307309,262939,185850,100839,158839,224804,703658,216279,273806,281103,259333,246221,195692,279415,233307,249242,649800,229871
2017-09-30,520110,191086,254046,233980,197465,180038,135949,150108,178340,184412,328290,268205,363253,405748,137777,236357,168468,148912,306898,174798,237843,374592,131230,176110,167436,133207,337523,122492,266681,143032,117364,120470,140576,309241,266346,186570,101259,159659,226906,706038,217128,275346,281902,260484,247186,196449,279624,233489,250473,652097,230704
2017-10-31,523437,192084,255014,235463,198313,180902,136844,151060,179641,185509,329520,269063,366398,407293,138668,237653,169412,149751,308262,175554,238799,376923,131739,176802,167832,133826,339362,122946,267527,143502,117721,120896,141235,311309,270409,186792,101747,160584,228813,709209,217870,276882,283390,261766,248342,197093,280221,233596,252091,655479,231655
2017-11-30,527411,193072,256119,236837,199093,181679,137611,152074,181056,186557,330722,269979,369367,409545,139522,239194,170378,150549,309588,176454,240117,379107,132142,177558,168395,134578,341293,123368,268512,144022,118111,121329,141967,313331,274823,187111,102255,161615,230975,713990,218631,278870,285746,263272,249092,197771,280461,233902,253433,658060,232517
2017-12-31,531585,193950,257121,238203,199934,182428,138331,153076,182402,187650,331981,270729,372938,411533,140421,240553,171419,151262,310818,177577,241569,381722,132668,178336,168994,135285,343113,123764,269016,144549,118432,121814,142713,315854,279120,187279,102674,162645,233065,717687,219435,280753,288330,264475,249371,198305,280747,233891,254693,661023,233420
2018-01-31,535949,194748,258317,239267,200762,183301,138850,154311,183844,188737,333453,271585,376362,413721,141115,242035,172449,151984,311398,178878,243188,384074,133210,179348,169712,136055,344858,124149,269415,144921,118776,122301,143428,318075,282109,187761,103042,163555,235480,721006,220712,282437,290659,265305,249515,198896,280391,234046,255759,662264,234270
2018-02-28,540316,195577,259504,240463,201432,184217,139531,155571,185218,189892,335016,272160,380265,416295,141884,243784,173599,152655,312168,180008,244822,386326,133799,180371,170299,136735,346880,124359,269516,145231,119140,122833,144054,320773,285441,188511,103371,164437,237920,724121,222344,283286,292427,266252,250558,199489,280015,233853,256570,666995,235202
2018-03-31,544051,196594,260721,241885,201852,185457,140276,156818,186415,190963,336340,273032,383822,418888,142755,245485,174630,153437,313051,181162,246445,388327,134314,181610,170542,137388,349221,124578,269965,145542,119493,123321,144601,323360,287541,189685,103684,165121,240454,727025,224103,284492,294135,267400,252349,200283,279772,234171,257073,666256,235906
2018-04-30,547036,197717,261793,243452,202263,186527,141262,157893,187631,191904,337858,273755,387266,420821,143740,247143,175676,154296,314509,182175,247891,390783,134863,182582,170540,137930,351327,124757,270378,146069,119806,123844,145127,326411,290228,190787,103919,165928,243046,729370,224977,285838,295045,269002,254371,201097,279536,234246,257734,667656,236661
2018-05-31,549664,198820,262802,245048,202812,187585,142177,158903,188915,192909,338816,274782,390225,422331,144639,248748,176662,155243,315714,183355,249069,393606,135465,183488,170382,138421,353202,125082,270902,146637,120151,124293,145770,329193,292951,191620,104061,166873,246132,730192,225865,287487,295878,270874,255866,202158,280331,234408,258386,669984,237275
2018-06-30,552176,199863,263875,246419,203500,188248,143015,160024,190276,193976,340036,275669,392619,423901,145570,250254,177733,156080,316769,184292,250032,396260,136126,184264,170478,138943,355088,125294,271543,147003,120582,124707,146419,331629,296754,192207,104189,167903,249618,731171,226786,289014,296642,272769,256736,203187,281196,234009,258545,677590,237969
2018-07-31,554258,200791,265096,247751,203992,188849,143808,161077,191591,195174,340730,276544,394231,425656,146595,251584,178852,156886,317706,185188,250981,398648,136821,185072,170497,139519,357088,125541,271999,147350,121035,125068,146915,334130,300178,192463,104280,168726,253169,732834,228019,290235,297733,274523,257493,204285,282463,233771,259132,684630,238608
2018-08-31,555273,201739,266372,248912,204386,189359,144424,162055,192843,196279,341317,277173,395413,426905,147564,252792,179900,157656,318195,185860,252151,400664,137413,185888,170708,139995,358520,125777,272471,147750,121457,125382,147331,336298,303558,192977,104369,169471,255967,735899,229099,291748,299137,275483,258022,205257,282864,233836,259650,688826,239178
2018-09-30,555481,202487,267608,250057,204748,189925,144976,162813,194027,197323,341837,277726,396891,427295,148354,254131,180932,158216,318437,186670,253174,402567,137923,186710,170747,140410,359505,126066,272407,148287,121910,125768,147785,338789,305478,193552,104527,170164,258378,737483,229918,292872,300129,276501,258477,206284,281831,233861,260815,692039,239776
2018-10-31,555662,203315,268599,251112,205069,190423,145488,163528,195196,198173,342319,278279,398383,427651,148909,255249,181917,158743,318527,187460,254202,404472,138383,187429,170914,140772,360152,126417,272427,148806,122315,126146,148270,341419,306665,194881,104645,170809,260737,737949,230506,293852,300586,277346,258980,207349,281500,233709,261345,695148,240300
2018-11-30,556026,204048,269396,252206,205415,191036,146143,164177,196332,199140,342950,278969,399767,427748,149613,256248,182735,159253,318913,188228,255005,406533,138923,188222,170795,140993,361234,126751,272116,149187,122692,126599,148851,344182,307029,195929,104858,171494,263397,737513,231074,294212,300361,278581,259940,208292,281441,233444,261715,698505,240930
2018-12-31,555781,205005,270136,253409,205644,191661,146876,165040,197395,200111,343412,279940,400606,428584,150479,257185,183537,159991,319455,188892,255911,407922,139362,189078,170640,141356,362519,127132,272493,149594,123033,127101,149369,346660,308575,197210,105125,172316,265868,737607,231852,294881,300363,279556,261098,209189,282429,233508,261959,701297,241514
2019-01-31,555437,206105,271019,254566,205909,192435,147717,165800,198395,201172,343867,280938,401780,429242,151575,258287,184411,160830,320477,189484,256854,408912,139869,189991,170417,141876,364064,127435,272431,150069,123379,127600,149953,349400,310195,198342,105515,173205,268469,738086,232102,295880,300572,280988,262490,210012,283057,233902,262481,704179,242340
2019-02-28,554615,207135,271992,255441,206271,193265,148533,166605,199317,202064,344371,282166,402411,429745,152378,259561,185286,161672,321185,190403,257813,410137,140390,190810,170444,142623,365100,127987,272991,150647,123794,128029,150448,351747,311852,199235,105913,173867,270593,739114,232502,296753,300941,282476,263213,210626,286086,234306,263566,704939,243204
2019-03-31,554567,207922,273160,256016,206752,193916,149324,167279,200464,202938,345162,283277,403121,429915,153127,260622,186173,162353,321611,191447,258507,411221,140948,191413,170589,143276,365563,128468,273371,151151,124270,128369,150975,354009,312282,199916,106307,174542,273218,740269,232716,297484,301778,284002,263889,211166,289773,234422,264659,710090,244587
2019-04-30,555740,208422,274238,256533,207259,194495,149894,168084,201546,203906,345977,284317,403582,430689,153728,261550,186976,162895,321734,192598,259374,412171,141482,192046,170793,143949,365852,128902,274169,151545,124862,128769,151494,355354,313046,200615,106692,175289,275365,740046,233641,298084,302717,285303,263927,211647,294602,234654,265562,713718,246033
2019-05-31,557802,208975,275274,256986,207810,195180,150572,169129,202537,204796,347186,285038,405473,431893,154550,262513,187820,163535,322349,193478,260360,412351,142007,192595,171193,144742,366400,129205,274798,151887,125371,129215,152025,356307,313747,201569,107045,176181,277719,738858,234610,299835,303619,286196,263449,212464,296154,234972,266151,719787,247799
2019-06-30,559979,209486,275999,257531,208199,196010,151272,170237,203220,205662,348132,285816,407311,433395,155269,263937,188526,164167,323140,194247,261619,412923,142644,193193,171544,145562,367462,129706,275171,152384,125857,129721,152638,357514,314045,202778,107407,177071,279457,737898,236025,301603,304522,287418,262820,213273,297601,235594,267274,721904,249223
2019-07-31,560726,210067,276396,258242,208440,196781,152066,171109,203905,206399,349067,286647,409324,433815,155948,265308,189203,164692,323460,194988,262692,413596,143288,193793,171876,146296,368251,130304,275101,152841,126236,130151,153296,358676,312965,203969,107770,177987,281550,738562,237303,303171,305877,288341,262431,214039,297945,236192,268314,722195,250703
2019-08-31,560859,210614,276660,258728,208464,197364,152684,171500,204725,207167,349007,287681,410390,433926,156656,266850,190007,164954,323589,195730,263467,414584,143850,194402,171948,146871,369094,130883,274719,153409,126697,130644,153910,360201,311240,205102,108196,178871,283960,739403,238266,303523,306436,290151,262463,214657,299465,236998,269826,722351,251993
2019-09-30,560857,211180,276739,259194,208150,197800,153339,171808,205547,207990,348403,288684,411594,434072,157450,268040,190945,165283,323576,196367,264326,415542,144291,194979,172046,147421,369335,131379,274201,153833,127055,131109,154421,361616,309778,206089,108544,179581,286553,739466,239186,303840,306638,291416,262489,215237,304805,237828,271223,721452,253304
2019-10-31,561579,211425,276790,259691,207798,198237,153902,172079,206272,208889,347631,289667,412582,434448,158260,269460,191911,165669,323709,197170,265050,416176,144793,195571,172065,147914,370281,131864,273798,154305,127383,131597,154809,362574,309936,206654,108830,180087,288771,739168,240200,304225,306781,292524,262199,215779,306750,238364,271976,721630,254440
2019-11-30,562791,211731,276981,260463,207562,198652,154271,172561,206710,209811,347327,290136,414659,435075,158821,270938,192807,166128,323665,197726,265722,416836,145419,196144,172287,148309,370925,132478,273644,154578,127664,131822,154950,363933,311183,207121,108654,180430,290207,737978,241550,305068,307963,293284,261926,216182,308733,238392,272102,720162,255050
2019-12-31,565391,212047,277489,261308,207677,199182,154764,173011,207247,210694,347849,290559,417870,436113,159243,273000,193717,166587,323737,198519,266484,418170,146212,196832,172919,148812,372429,133076,273831,154933,127968,132071,155207,365035,312479,207828,108565,180815,291718,737340,242849,305922,309001,294271,262171,216826,306133,238354,272011,721442,255832
2020-01-31,569209,212805,278363,262455,208295,199817,155439,173859,208048,211449,349075,291033,422033,438462,159785,274797,194626,167262,324524,199273,267246,420461,147014,197576,173635,149425,374310,133876,274816,155254,128366,132334,155619,368002,314339,208792,108580,181460,293403,737318,244739,307546,310131,295978,262716,217621,306993,238388,272659,725803,256677
2020-02-29,574205,213464,279398,264054,208675,200685,156306,174755,209245,212399,350729,292075,426263,440935,160558,277189,195895,168056,325115,200350,268389,422647,147853,198365,174250,150054,376501,134555,275523,155352,128610,132787,156252,370442,316289,209934,108785,182187,295999,738259,246817,309636,311680,297171,263784,218493,306148,238561,272833,730742,257568
2020-03-31,579832,214475,280648,265859,209370,201763,157136,176116,210488,213473,352680,293111,431006,444097,161442,279658,197384,168900,326148,201381,269652,424876,148735,199300,174727,150671,379100,135352,276648,155469,128887,133247,156970,373905,319587,211281,108963,183017,298790,739230,249191,312727,313718,298691,264619,219161,305569,238770,273150,733136,258294
2020-04-30,584156,215288,282041,267630,209710,202909,158036,177515,211645,214767,354848,294257,435097,446646,162456,283895,198942,169609,326962,202514,271340,426978,149686,200187,175346,151321,381222,136061,277822,155574,129002,133815,157802,376561,322572,212907,109163,183709,302139,741729,251258,315122,316510,299936,265908,219831,303458,239286,273203,735951,258910
2020-05-31,585066,215994,283007,268872,210209,203624,159023,178339,212512,215947,356454,295412,437698,449065,163387,286314,200218,170215,328357,203650,272607,428676,150646,201314,175724,151941,383122,136701,279074,155997,129376,134217,158622,379300,323163,214513,109515,184205,305113,743958,252656,316838,318666,301569,267670,220245,303523,239736,274159,732137,259462
2020-06-30,584863,216463,283912,269600,210569,204496,160069,178680,213394,216967,357913,296756,439274,450504,164342,288514,201303,171078,329954,204787,273621,429901,151411,202189,175991,152527,384274,137233,280644,156420,129728,134749,159327,381341,322005,215709,109845,184841,308130,746039,253604,317852,320382,302734,269558,220815,303481,240143,275422,731588,259828
2020-07-31,586915,217170,285133,270301,211346,205674,161175,179207,214413,218095,359507,298346,441847,453115,165249,290042,202498,172199,332214,206009,274608,431451,152167,203197,176318,153115,386101,137794,282812,156985,130274,135273,160064,383830,321487,217074,110155,185641,311036,746337,254836,319755,321471,304426,271642,221487,304249,240283,277047,730561,260085
2020-08-31,592693,218301,287106,271822,212466,207478,162595,180664,215794,219539,362720,300154,446521,457397,166344,293335,203908,173745,334938,207586,276248,434188,153137,204297,177003,154088,388907,138574,285967,157458,130741,136058,161053,387565,323614,218784,110497,186862,314904,748089,257113,322991,324172,306408,273579,222543,304380,240403,278467,736110,260703
2020-09-30,599707,219835,289584,274071,214125,209446,164130,182568,217451,221350,367074,302210,452092,462744,167642,297542,205574,175359,338144,209473,278224,437674,154421,205809,177850,155173,393091,139457,289732,157973,131334,136831,162190,392282,327283,220896,110902,188140,319677,751908,260015,326993,328072,309243,276070,223701,302509,240660,279399,740876,261380
2020-10-31,606947,221787,292459,276651,215988,211632,165856,184663,219412,223382,372022,304475,458417,468583,169114,302206,207416,177079,341528,211400,280489,441919,155792,207530,178797,156418,397381,140401,293819,158526,132032,137687,163504,397945,330434,223263,111398,189695,325486,757142,263342,331414,332554,312683,279007,225047,302686,241337,281256,745044,262254
2020-11-30,614639,224017,295602,279409,217953,214013,167820,186809,221846,225610,377028,307303,464679,474849,170849,307481,209596,178908,345219,213682,283041,446776,157163,209418,179801,157876,402283,141374,298273,159349,132843,138801,165057,404034,333720,226068,112240,191462,332469,764115,266831,336173,336860,316625,282092,226721,302821,242524,283922,750900,263559
2020-12-31,622734,226474,298895,282518,219916,216540,169787,189106,224545,228156,381994,310326,471024,481202,172748,313107,211988,180806,349109,215971,285675,452125,158559,211408,180622,159284,407101,142464,302696,160153,133737,139958,166659,411348,337300,228867,113050,193258,340383,771655,270751,341332,341690,321119,285095,228447,305972,243779,287008,755336,264827
2021-01-31,631182,228874,302177,285960,221709,219152,171744,191338,227363,231084,386940,313560,477359,487336,174633,319671,214595,182652,352677,218504,288521,457790,160050,213519,181513,160623,412222,143569,307256,161042,134629,141210,168239,418065,341548,231781,113781,194984,348952,779696,274878,346284,346992,325439,288142,230272,307045,244921,289616,758190,266022
2021-02-28,640347,231750,305711,289673,223952,221823,173691,193780,230250,234274,392157,316589,484837,494276,176633,326411,217140,184606,356943,220875,291327,464326,161645,215893,182525,161977,418062,144808,312393,162138,135689,142454,169845,426427,346572,234940,114427,196923,358026,787927,279242,351706,352633,330741,291297,232350,308307,246142,292578,761595,267245
2021-03-31,650275,234826,309422,293874,226223,224658,175852,196215,233379,237756,397740,319957,493000,501753,178730,334150,219794,186789,361422,223461,294472,471910,163359,218487,183788,163530,424658,146123,317841,163332,136790,143867,171531,435176,352341,238290,115160,198994,367744,797351,284036,356968,358319,336385,294915,234823,309130,247518,295711,766676,268484
2021-04-30,662517,238622,313576,298702,229084,227842,178214,198926,237000,241436,403877,323669,503051,510581,180968,341443,222723,189366,366605,226205,297542,480635,165190,221452,185109,165217,432725,147682,323725,164634,138070,145291,173293,446312,359191,241763,115961,201311,378464,807671,289575,363624,364216,343022,298864,237575,310693,248797,299380,772570,269880
2021-05-31,679096,242973,318642,304661,232102,231692,180673,202362,241331,245675,411209,327873,514970,520493,183399,351493,226201,192201,371628,229344,301303,491199,167185,224603,186710,167037,441937,149489,330358,165801,139290,146986,175215,459175,369267,245568,116752,203915,390734,820483,296392,371006,371521,350331,303223,240589,312190,250231,302778,783076,271328
2021-06-30,698587,248078,324464,311789,235641,235808,183307,206536,246272,250534,419636,332336,529327,532229,186098,362766,230253,195099,376934,232906,305564,503280,169457,228306,188542,169033,452610,151469,337603,167036,140642,148708,177374,474233,382198,250046,117639,206621,404858,834978,304138,379870,380118,358751,308138,243785,314025,251844,306066,792624,273214
